time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2018-09-22T00:00:00.0000000Z,2018-09-23T00:00:00.0000000Z,2018-09-22T00:03:22.5020000Z,2018-09-22T23:47:06.7900000Z,47.4,47.99,43.73,46.78,1442.82039052,588
2018-09-23T00:00:00.0000000Z,2018-09-24T00:00:00.0000000Z,2018-09-23T00:01:09.0490000Z,2018-09-23T23:40:39.5640000Z,46.17,49.0,46.01,47.52,2311.74578747,629
2018-09-24T00:00:00.0000000Z,2018-09-25T00:00:00.0000000Z,2018-09-24T00:05:05.1850000Z,2018-09-24T23:59:56.5310000Z,47.13,47.47,43.68,44.58,2510.80170282,724
2018-09-25T00:00:00.0000000Z,2018-09-26T00:00:00.0000000Z,2018-09-25T00:03:20.8690000Z,2018-09-25T23:59:38.4390000Z,44.27,44.65,41.53,43.56,3570.5984116,1174
2018-09-26T00:00:00.0000000Z,2018-09-27T00:00:00.0000000Z,2018-09-26T00:07:45.0700000Z,2018-09-26T23:56:44.3220000Z,43.59,45.5,43.1,43.93,3379.12991205,1296
2018-09-27T00:00:00.0000000Z,2018-09-28T00:00:00.0000000Z,2018-09-27T00:06:14.2110000Z,2018-09-27T23:55:06.6350000Z,43.88,50.1,43.4,48.31,7061.1498913,1912
2018-09-28T00:00:00.0000000Z,2018-09-29T00:00:00.0000000Z,2018-09-28T00:01:35.5750000Z,2018-09-28T23:50:15.9730000Z,48.56,49.59,46.64,49.13,4046.91725695,1715
2018-09-29T00:00:00.0000000Z,2018-09-30T00:00:00.0000000Z,2018-09-29T00:01:21.0270000Z,2018-09-29T23:59:20.3620000Z,49.18,49.39,45.43,48.3,3178.70801096,1564
2018-09-30T00:00:00.0000000Z,2018-10-01T00:00:00.0000000Z,2018-09-30T00:04:14.6750000Z,2018-09-30T23:59:26.6640000Z,48.09,48.4,46.0,47.0,3685.68301369,1062
2018-10-01T00:00:00.0000000Z,2018-10-02T00:00:00.0000000Z,2018-10-01T00:02:50.7390000Z,2018-10-01T23:58:30.3050000Z,47.13,47.8,45.4,46.55,3344.25694582,1361
2018-10-02T00:00:00.0000000Z,2018-10-03T00:00:00.0000000Z,2018-10-02T00:03:26.0290000Z,2018-10-02T23:57:31.8890000Z,46.67,47.48,45.78,46.12,2590.48068789,975
2018-10-03T00:00:00.0000000Z,2018-10-04T00:00:00.0000000Z,2018-10-03T00:01:28.2900000Z,2018-10-03T23:43:11.3890000Z,45.93,45.97,43.94,44.47,4901.18933092,1028
2018-10-04T00:00:00.0000000Z,2018-10-05T00:00:00.0000000Z,2018-10-04T00:03:40.0950000Z,2018-10-04T23:58:56.7960000Z,44.7,45.84,44.23,44.85,2547.81361673,816
2018-10-05T00:00:00.0000000Z,2018-10-06T00:00:00.0000000Z,2018-10-05T00:02:00.1080000Z,2018-10-05T23:56:46.4360000Z,44.75,45.99,43.9,45.8,3740.92975076,920
2018-10-06T00:00:00.0000000Z,2018-10-07T00:00:00.0000000Z,2018-10-06T00:11:16.0890000Z,2018-10-06T23:59:50.7550000Z,45.2,45.9,43.51,45.48,2729.04187789,933
2018-10-07T00:00:00.0000000Z,2018-10-08T00:00:00.0000000Z,2018-10-07T00:02:48.9140000Z,2018-10-07T23:55:01.0790000Z,45.48,46.2,43.91,44.4,1931.29253454,764
2018-10-08T00:00:00.0000000Z,2018-10-09T00:00:00.0000000Z,2018-10-08T00:12:23.4540000Z,2018-10-08T23:57:13.8680000Z,44.52,45.93,44.04,45.47,2615.1555862,999
2018-10-09T00:00:00.0000000Z,2018-10-10T00:00:00.0000000Z,2018-10-09T00:00:30.8510000Z,2018-10-09T23:50:20.5120000Z,45.44,45.84,44.37,44.8,1943.53813653,770
2018-10-10T00:00:00.0000000Z,2018-10-11T00:00:00.0000000Z,2018-10-10T00:15:27.4830000Z,2018-10-10T23:51:48.0330000Z,44.77,45.13,43.24,43.93,2521.22674218,732
2018-10-11T00:00:00.0000000Z,2018-10-12T00:00:00.0000000Z,2018-10-11T00:01:08.1310000Z,2018-10-11T23:59:16.4730000Z,43.92,43.92,38.0,38.58,10546.52633463,2025
2018-10-12T00:00:00.0000000Z,2018-10-13T00:00:00.0000000Z,2018-10-12T00:01:57.1350000Z,2018-10-12T23:59:02.1810000Z,38.48,41.99,38.3,41.14,4128.51191423,1048
2018-10-13T00:00:00.0000000Z,2018-10-14T00:00:00.0000000Z,2018-10-13T00:01:59.4690000Z,2018-10-13T23:45:44.0700000Z,41.16,41.94,40.62,41.61,2675.10028537,739
2018-10-14T00:00:00.0000000Z,2018-10-15T00:00:00.0000000Z,2018-10-14T00:32:59.1600000Z,2018-10-14T23:59:37.0730000Z,41.99,41.99,39.25,40.06,2087.06057148,729
2018-10-15T00:00:00.0000000Z,2018-10-16T00:00:00.0000000Z,2018-10-15T00:09:42.9090000Z,2018-10-15T23:36:11.7870000Z,40.04,43.6,39.02,41.2,5306.50525816,1224
2018-10-16T00:00:00.0000000Z,2018-10-17T00:00:00.0000000Z,2018-10-16T00:11:02.4960000Z,2018-10-16T23:55:18.1680000Z,41.07,41.35,40.06,40.51,3780.95414041,989
2018-10-17T00:00:00.0000000Z,2018-10-18T00:00:00.0000000Z,2018-10-17T00:03:06.4150000Z,2018-10-17T23:57:52.5770000Z,40.53,41.85,40.06,40.71,3183.78416455,984
2018-10-18T00:00:00.0000000Z,2018-10-19T00:00:00.0000000Z,2018-10-18T00:11:01.7240000Z,2018-10-18T23:53:54.2320000Z,40.68,40.82,39.4,40.04,3164.66292386,834
2018-10-19T00:00:00.0000000Z,2018-10-20T00:00:00.0000000Z,2018-10-19T00:10:06.3160000Z,2018-10-19T23:45:45.5530000Z,40.12,41.46,39.7,40.72,2960.27489657,1019
2018-10-20T00:00:00.0000000Z,2018-10-21T00:00:00.0000000Z,2018-10-20T00:08:18.7640000Z,2018-10-20T23:55:49.5840000Z,40.62,41.72,40.06,41.5,1359.54229276,788
2018-10-21T00:00:00.0000000Z,2018-10-22T00:00:00.0000000Z,2018-10-21T00:02:19.6610000Z,2018-10-21T23:53:48.1370000Z,41.48,41.48,40.33,40.52,1639.36003665,626
2018-10-22T00:00:00.0000000Z,2018-10-23T00:00:00.0000000Z,2018-10-22T00:11:49.2800000Z,2018-10-22T23:58:23.8940000Z,40.55,40.98,40.05,40.62,2406.24166068,663
2018-10-23T00:00:00.0000000Z,2018-10-24T00:00:00.0000000Z,2018-10-23T00:01:39.5160000Z,2018-10-23T23:58:38.6130000Z,40.68,40.95,40.06,40.9,2298.63792531,817
2018-10-24T00:00:00.0000000Z,2018-10-25T00:00:00.0000000Z,2018-10-24T00:14:37.5760000Z,2018-10-24T23:51:21.4900000Z,40.9,41.27,40.34,40.64,3442.2446965,901
2018-10-25T00:00:00.0000000Z,2018-10-26T00:00:00.0000000Z,2018-10-25T00:01:34.8970000Z,2018-10-25T23:59:16.1150000Z,40.54,41.08,40.23,40.7,1735.50223955,814
2018-10-26T00:00:00.0000000Z,2018-10-27T00:00:00.0000000Z,2018-10-26T00:01:48.7520000Z,2018-10-26T23:52:16.1260000Z,40.72,41.29,40.46,41.03,3582.57090812,984
2018-10-27T00:00:00.0000000Z,2018-10-28T00:00:00.0000000Z,2018-10-27T00:04:48.3740000Z,2018-10-27T23:59:10.5370000Z,41.03,41.39,40.75,41.39,955.2210605,664
2018-10-28T00:00:00.0000000Z,2018-10-29T00:00:00.0000000Z,2018-10-28T00:45:44.0200000Z,2018-10-28T23:57:48.5380000Z,41.4,41.49,40.4,40.94,2657.55345344,661
2018-10-29T00:00:00.0000000Z,2018-10-30T00:00:00.0000000Z,2018-10-29T00:21:26.2840000Z,2018-10-29T23:59:54.6620000Z,40.93,40.98,37.0,38.8,4827.02516108,1250
2018-10-30T00:00:00.0000000Z,2018-10-31T00:00:00.0000000Z,2018-10-30T00:00:05.8010000Z,2018-10-30T23:59:03.1140000Z,38.51,39.49,38.51,39.3,2817.78459835,1021
2018-10-31T00:00:00.0000000Z,2018-11-01T00:00:00.0000000Z,2018-10-31T00:01:31.2550000Z,2018-10-31T23:56:34.8450000Z,39.29,39.79,38.14,39.39,2084.22258863,992
2018-11-01T00:00:00.0000000Z,2018-11-02T00:00:00.0000000Z,2018-11-01T00:04:37.3120000Z,2018-11-01T23:59:24.6190000Z,39.5,39.75,38.58,39.36,1652.84788695,949
2018-11-02T00:00:00.0000000Z,2018-11-03T00:00:00.0000000Z,2018-11-02T00:00:18.3020000Z,2018-11-02T23:51:47.4920000Z,39.36,40.8,39.16,40.8,2550.17465434,1137
2018-11-03T00:00:00.0000000Z,2018-11-04T00:00:00.0000000Z,2018-11-03T00:00:29.4380000Z,2018-11-03T23:54:49.2250000Z,40.8,40.92,39.84,40.4,1725.18027217,1455
2018-11-04T00:00:00.0000000Z,2018-11-05T00:00:00.0000000Z,2018-11-04T00:00:39.8230000Z,2018-11-04T23:57:25.2900000Z,40.4,43.7,39.91,42.2,4254.20454214,1126
2018-11-05T00:00:00.0000000Z,2018-11-06T00:00:00.0000000Z,2018-11-05T00:00:47.3640000Z,2018-11-05T23:57:55.3230000Z,42.18,42.51,40.85,41.39,3164.91581076,1116
2018-11-06T00:00:00.0000000Z,2018-11-07T00:00:00.0000000Z,2018-11-06T00:00:18.5700000Z,2018-11-06T23:59:59.7310000Z,41.7,43.38,41.36,43.07,4148.04948,1448
2018-11-07T00:00:00.0000000Z,2018-11-08T00:00:00.0000000Z,2018-11-07T00:02:25.2720000Z,2018-11-07T23:55:28.7140000Z,42.94,43.42,41.0,41.37,3433.09026371,1240
2018-11-08T00:00:00.0000000Z,2018-11-09T00:00:00.0000000Z,2018-11-08T00:02:02.5670000Z,2018-11-08T23:58:28.3640000Z,41.46,42.12,39.64,39.91,4020.96894494,1027
2018-11-09T00:00:00.0000000Z,2018-11-10T00:00:00.0000000Z,2018-11-09T00:00:28.3430000Z,2018-11-09T23:46:03.6090000Z,40.08,40.7,39.55,40.11,2792.94850882,1022
2018-11-10T00:00:00.0000000Z,2018-11-11T00:00:00.0000000Z,2018-11-10T00:13:23.8790000Z,2018-11-10T23:53:37.1500000Z,40.11,41.08,39.93,40.43,1743.26741421,985
2018-11-11T00:00:00.0000000Z,2018-11-12T00:00:00.0000000Z,2018-11-11T00:06:11.8150000Z,2018-11-11T23:59:06.4060000Z,40.47,40.96,38.76,39.97,3439.21699009,995
2018-11-12T00:00:00.0000000Z,2018-11-13T00:00:00.0000000Z,2018-11-12T00:02:14.3010000Z,2018-11-12T23:47:36.5560000Z,39.82,40.0,39.12,39.61,2043.00764848,807
2018-11-13T00:00:00.0000000Z,2018-11-14T00:00:00.0000000Z,2018-11-13T00:01:25.2870000Z,2018-11-13T23:59:43.6910000Z,39.7,39.87,37.57,38.14,4179.03670233,1085
2018-11-14T00:00:00.0000000Z,2018-11-15T00:00:00.0000000Z,2018-11-14T00:05:02.7740000Z,2018-11-14T23:59:37.9210000Z,38.13,39.63,31.49,33.85,11967.99997772,2641
2018-11-15T00:00:00.0000000Z,2018-11-16T00:00:00.0000000Z,2018-11-15T00:00:40.0980000Z,2018-11-15T23:56:28.5530000Z,33.86,34.98,31.22,34.22,8031.89559926,1898
2018-11-16T00:00:00.0000000Z,2018-11-17T00:00:00.0000000Z,2018-11-16T00:00:21.8490000Z,2018-11-16T23:59:38.3620000Z,34.32,34.59,32.9,33.34,3841.43259052,1136
2018-11-17T00:00:00.0000000Z,2018-11-18T00:00:00.0000000Z,2018-11-17T00:00:31.4860000Z,2018-11-17T23:54:41.9390000Z,33.38,33.98,32.8,33.86,2465.02313809,802
2018-11-18T00:00:00.0000000Z,2018-11-19T00:00:00.0000000Z,2018-11-18T00:03:55.0670000Z,2018-11-18T23:58:36.6480000Z,33.86,33.87,32.8,33.3,2577.88192832,691
2018-11-19T00:00:00.0000000Z,2018-11-20T00:00:00.0000000Z,2018-11-19T00:01:41.1650000Z,2018-11-19T23:59:38.8130000Z,33.29,33.29,27.24,28.32,16843.26489659,3731
2018-11-20T00:00:00.0000000Z,2018-11-21T00:00:00.0000000Z,2018-11-20T00:01:01.0020000Z,2018-11-20T23:56:41.1860000Z,28.29,29.61,23.41,26.0,22601.21498549,4094
2018-11-21T00:00:00.0000000Z,2018-11-22T00:00:00.0000000Z,2018-11-21T00:00:30.8360000Z,2018-11-21T23:58:18.3840000Z,26.0,27.99,24.8,27.34,6832.5710587,1590
2018-11-22T00:00:00.0000000Z,2018-11-23T00:00:00.0000000Z,2018-11-22T00:00:35.8120000Z,2018-11-22T23:59:48.4870000Z,27.34,27.84,24.62,24.67,6637.10261353,1099
2018-11-23T00:00:00.0000000Z,2018-11-24T00:00:00.0000000Z,2018-11-23T00:00:31.2260000Z,2018-11-23T23:54:42.4590000Z,24.67,26.09,23.79,25.86,5843.18116309,1216
2018-11-24T00:00:00.0000000Z,2018-11-25T00:00:00.0000000Z,2018-11-24T00:00:03.2970000Z,2018-11-24T23:59:36.0740000Z,25.86,26.39,23.07,24.2,5542.87385848,1539
2018-11-25T00:00:00.0000000Z,2018-11-26T00:00:00.0000000Z,2018-11-25T00:00:31.1680000Z,2018-11-25T23:57:59.7940000Z,24.13,25.44,21.0,24.39,13781.74682505,2495
2018-11-26T00:00:00.0000000Z,2018-11-27T00:00:00.0000000Z,2018-11-26T00:00:06.9870000Z,2018-11-26T23:58:57.6550000Z,24.38,25.47,21.74,23.2,8142.00599761,1666
2018-11-27T00:00:00.0000000Z,2018-11-28T00:00:00.0000000Z,2018-11-27T00:01:56.0240000Z,2018-11-27T23:57:48.9520000Z,23.17,24.89,22.57,24.6,5764.11743422,1390
2018-11-28T00:00:00.0000000Z,2018-11-29T00:00:00.0000000Z,2018-11-28T00:00:16.7940000Z,2018-11-28T23:57:09.0910000Z,24.43,28.38,24.27,27.11,15852.7516435,2424
2018-11-29T00:00:00.0000000Z,2018-11-30T00:00:00.0000000Z,2018-11-29T00:00:34.2340000Z,2018-11-29T23:57:35.2910000Z,27.1,28.0,25.82,26.6,7905.56811977,1199
2018-11-30T00:00:00.0000000Z,2018-12-01T00:00:00.0000000Z,2018-11-30T00:06:02.6320000Z,2018-11-30T23:54:14.8180000Z,26.57,26.89,24.24,25.08,5360.87192772,1099
2018-12-01T00:00:00.0000000Z,2018-12-02T00:00:00.0000000Z,2018-12-01T00:00:00.5670000Z,2018-12-01T23:58:39.3810000Z,25.13,28.0,24.8,27.02,4070.99620939,1036
2018-12-02T00:00:00.0000000Z,2018-12-03T00:00:00.0000000Z,2018-12-02T00:08:29.7620000Z,2018-12-02T23:55:33.1700000Z,27.07,27.5,26.19,26.39,2198.78568796,734
2018-12-03T00:00:00.0000000Z,2018-12-04T00:00:00.0000000Z,2018-12-03T00:03:28.6830000Z,2018-12-03T23:59:51.1530000Z,26.52,26.52,23.5,24.3,6077.21244688,991
2018-12-04T00:00:00.0000000Z,2018-12-05T00:00:00.0000000Z,2018-12-04T00:00:13.7160000Z,2018-12-04T23:57:15.1340000Z,24.32,25.21,23.5,24.33,5806.58963222,815
2018-12-05T00:00:00.0000000Z,2018-12-06T00:00:00.0000000Z,2018-12-05T00:00:44.6140000Z,2018-12-05T23:58:59.4920000Z,24.4,24.59,22.66,22.84,6965.35102616,1107
2018-12-06T00:00:00.0000000Z,2018-12-07T00:00:00.0000000Z,2018-12-06T00:01:26.3500000Z,2018-12-06T23:58:26.0480000Z,22.79,23.95,20.5,21.25,8402.32923928,1385
2018-12-07T00:00:00.0000000Z,2018-12-08T00:00:00.0000000Z,2018-12-07T00:02:11.9320000Z,2018-12-07T23:58:12.7860000Z,20.92,21.25,17.58,20.26,21135.18330145,3644
2018-12-08T00:00:00.0000000Z,2018-12-09T00:00:00.0000000Z,2018-12-08T00:02:47.9640000Z,2018-12-08T23:55:12.5820000Z,20.04,32.52,18.55,19.69,8553.4057286,1796
2018-12-09T00:00:00.0000000Z,2018-12-10T00:00:00.0000000Z,2018-12-09T00:00:01.5140000Z,2018-12-09T23:58:30.9000000Z,19.5,21.16,19.25,20.18,7322.92142244,1151
2018-12-10T00:00:00.0000000Z,2018-12-11T00:00:00.0000000Z,2018-12-10T00:03:49.1310000Z,2018-12-10T23:59:42.6470000Z,20.2,20.28,18.79,19.36,4742.4168329,935
2018-12-11T00:00:00.0000000Z,2018-12-12T00:00:00.0000000Z,2018-12-11T00:00:12.4120000Z,2018-12-11T23:59:48.6490000Z,19.36,19.61,18.31,18.8,4493.46405755,922
2018-12-12T00:00:00.0000000Z,2018-12-13T00:00:00.0000000Z,2018-12-12T00:04:02.6900000Z,2018-12-12T23:58:43.5580000Z,18.75,19.86,18.62,19.22,7385.28888875,966
2018-12-13T00:00:00.0000000Z,2018-12-14T00:00:00.0000000Z,2018-12-13T00:01:40.3820000Z,2018-12-13T23:59:18.1230000Z,19.23,19.49,18.06,18.25,5911.30284072,920
2018-12-14T00:00:00.0000000Z,2018-12-15T00:00:00.0000000Z,2018-12-14T00:00:14.8020000Z,2018-12-14T23:59:25.1460000Z,18.29,18.81,17.82,18.58,7071.75444101,999
2018-12-15T00:00:00.0000000Z,2018-12-16T00:00:00.0000000Z,2018-12-15T00:03:38.7250000Z,2018-12-15T23:51:04.1670000Z,18.59,19.08,18.32,18.9,5171.95295903,1104
2018-12-16T00:00:00.0000000Z,2018-12-17T00:00:00.0000000Z,2018-12-16T00:02:08.3190000Z,2018-12-16T23:56:29.4820000Z,18.9,21.34,18.81,20.16,7412.88456824,1074
2018-12-17T00:00:00.0000000Z,2018-12-18T00:00:00.0000000Z,2018-12-17T00:00:43.6940000Z,2018-12-17T23:58:10.9250000Z,20.23,24.68,20.15,23.09,14958.84666366,1902
2018-12-18T00:00:00.0000000Z,2018-12-19T00:00:00.0000000Z,2018-12-18T00:04:46.5100000Z,2018-12-18T23:59:46.9900000Z,23.08,24.0,22.01,23.86,11080.83332896,1174
2018-12-19T00:00:00.0000000Z,2018-12-20T00:00:00.0000000Z,2018-12-19T00:00:35.2500000Z,2018-12-19T23:58:07.5770000Z,23.86,26.0,22.72,23.21,15875.5787542,1879
2018-12-20T00:00:00.0000000Z,2018-12-21T00:00:00.0000000Z,2018-12-20T00:00:27.7510000Z,2018-12-20T23:59:26.5470000Z,23.2,26.5,22.99,25.84,12005.83569086,1796
2018-12-21T00:00:00.0000000Z,2018-12-22T00:00:00.0000000Z,2018-12-21T00:00:00.6940000Z,2018-12-21T23:59:32.3460000Z,25.84,26.45,23.57,24.22,11123.13365314,1593
2018-12-22T00:00:00.0000000Z,2018-12-23T00:00:00.0000000Z,2018-12-22T00:01:00.4780000Z,2018-12-22T23:59:07.3560000Z,24.18,25.5,23.93,25.38,2588.30696262,709
2018-12-23T00:00:00.0000000Z,2018-12-24T00:00:00.0000000Z,2018-12-23T00:05:01.5000000Z,2018-12-23T23:59:39.4030000Z,25.39,27.81,25.39,26.55,9006.39198661,1225
2018-12-24T00:00:00.0000000Z,2018-12-25T00:00:00.0000000Z,2018-12-24T00:03:14.1580000Z,2018-12-24T23:56:53.4820000Z,26.49,28.99,26.01,26.68,9703.0160872,1469
2018-12-25T00:00:00.0000000Z,2018-12-26T00:00:00.0000000Z,2018-12-25T00:01:04.1680000Z,2018-12-25T23:55:25.3300000Z,26.56,26.68,23.92,24.99,5356.22678919,784
2018-12-26T00:00:00.0000000Z,2018-12-27T00:00:00.0000000Z,2018-12-26T00:02:01.6770000Z,2018-12-26T23:59:15.6550000Z,24.99,25.72,23.28,24.55,5607.38901913,774
2018-12-27T00:00:00.0000000Z,2018-12-28T00:00:00.0000000Z,2018-12-27T00:00:06.8520000Z,2018-12-27T23:59:01.3370000Z,24.52,24.93,22.01,22.16,5647.64619103,909
2018-12-28T00:00:00.0000000Z,2018-12-29T00:00:00.0000000Z,2018-12-28T00:00:00.3750000Z,2018-12-28T23:57:40.3060000Z,22.16,26.58,22.03,25.67,4852.96147836,1024
2018-12-29T00:00:00.0000000Z,2018-12-30T00:00:00.0000000Z,2018-12-29T00:01:14.1880000Z,2018-12-29T23:55:49.1550000Z,25.59,26.47,24.5,24.55,3087.79928939,887
2018-12-30T00:00:00.0000000Z,2018-12-31T00:00:00.0000000Z,2018-12-30T00:01:15.7440000Z,2018-12-30T23:49:20.2160000Z,24.52,25.7,24.14,25.35,2093.97053965,634
2018-12-31T00:00:00.0000000Z,2019-01-01T00:00:00.0000000Z,2018-12-31T00:04:41.8300000Z,2018-12-31T23:49:17.6170000Z,25.35,25.5,23.52,23.95,3220.46184146,605
2019-01-01T00:00:00.0000000Z,2019-01-02T00:00:00.0000000Z,2019-01-01T00:01:36.4110000Z,2019-01-01T23:59:04.3870000Z,23.97,25.41,23.61,25.16,1877.75857218,586
2019-01-02T00:00:00.0000000Z,2019-01-03T00:00:00.0000000Z,2019-01-02T00:06:53.5210000Z,2019-01-02T23:59:07.1260000Z,25.28,27.1,24.94,26.44,5024.46172787,970
2019-01-03T00:00:00.0000000Z,2019-01-04T00:00:00.0000000Z,2019-01-03T00:00:45.9870000Z,2019-01-03T23:59:02.3720000Z,26.65,26.66,24.78,25.21,3804.30370112,765
2019-01-04T00:00:00.0000000Z,2019-01-05T00:00:00.0000000Z,2019-01-04T00:11:54.4840000Z,2019-01-04T23:58:40.2950000Z,25.22,26.07,24.81,25.92,5540.75403282,597
2019-01-05T00:00:00.0000000Z,2019-01-06T00:00:00.0000000Z,2019-01-05T00:04:06.6480000Z,2019-01-05T23:56:17.7720000Z,25.72,28.72,25.68,27.74,8811.01201366,1164
2019-01-06T00:00:00.0000000Z,2019-01-07T00:00:00.0000000Z,2019-01-06T00:03:55.1350000Z,2019-01-06T23:55:20.5010000Z,27.52,31.84,27.23,30.98,14448.22641661,1414
2019-01-07T00:00:00.0000000Z,2019-01-08T00:00:00.0000000Z,2019-01-07T00:05:18.8690000Z,2019-01-07T23:57:27.6800000Z,31.19,31.25,29.29,29.75,6218.3742157,870
2019-01-08T00:00:00.0000000Z,2019-01-09T00:00:00.0000000Z,2019-01-08T00:00:21.7290000Z,2019-01-08T23:54:43.9150000Z,29.77,32.5,29.7,31.08,6972.84420608,1021
2019-01-09T00:00:00.0000000Z,2019-01-10T00:00:00.0000000Z,2019-01-09T00:04:50.9960000Z,2019-01-09T23:54:10.7840000Z,31.13,31.68,30.37,30.47,4526.96242964,675
2019-01-10T00:00:00.0000000Z,2019-01-11T00:00:00.0000000Z,2019-01-10T00:00:14.6900000Z,2019-01-10T23:59:39.5010000Z,30.47,30.85,25.47,26.58,13423.42410476,1411
2019-01-11T00:00:00.0000000Z,2019-01-12T00:00:00.0000000Z,2019-01-11T00:00:27.9850000Z,2019-01-11T23:55:01.5150000Z,26.58,26.86,24.84,25.02,7135.48256597,803
2019-01-12T00:00:00.0000000Z,2019-01-13T00:00:00.0000000Z,2019-01-12T00:03:23.7430000Z,2019-01-12T23:58:37.4550000Z,25.11,25.65,25.04,25.45,1660.47448674,545
2019-01-13T00:00:00.0000000Z,2019-01-14T00:00:00.0000000Z,2019-01-13T00:09:09.7000000Z,2019-01-13T23:58:34.2290000Z,25.39,26.0,23.45,23.71,4512.77765496,816
2019-01-14T00:00:00.0000000Z,2019-01-15T00:00:00.0000000Z,2019-01-14T00:00:14.9040000Z,2019-01-14T23:59:28.3000000Z,23.71,25.77,23.64,25.22,2669.77283731,622
2019-01-15T00:00:00.0000000Z,2019-01-16T00:00:00.0000000Z,2019-01-15T00:00:10.6860000Z,2019-01-15T23:58:19.9790000Z,25.09,25.57,23.88,24.36,3321.32555522,608
2019-01-16T00:00:00.0000000Z,2019-01-17T00:00:00.0000000Z,2019-01-16T00:03:08.4930000Z,2019-01-16T23:59:18.3770000Z,24.32,25.08,24.2,24.56,1975.79046482,466
2019-01-17T00:00:00.0000000Z,2019-01-18T00:00:00.0000000Z,2019-01-17T00:06:11.2500000Z,2019-01-17T23:54:05.8280000Z,24.51,24.86,23.44,24.48,2706.81345382,529
2019-01-18T00:00:00.0000000Z,2019-01-19T00:00:00.0000000Z,2019-01-18T00:01:29.9480000Z,2019-01-18T23:55:06.6790000Z,24.48,24.5,23.9,24.38,3121.39849118,516
2019-01-19T00:00:00.0000000Z,2019-01-20T00:00:00.0000000Z,2019-01-19T00:02:17.4940000Z,2019-01-19T23:51:57.3300000Z,24.38,25.75,24.18,25.23,3367.86797637,568
2019-01-20T00:00:00.0000000Z,2019-01-21T00:00:00.0000000Z,2019-01-20T00:01:58.4110000Z,2019-01-20T23:45:04.8450000Z,25.15,25.77,23.89,24.08,3609.47558783,592
2019-01-21T00:00:00.0000000Z,2019-01-22T00:00:00.0000000Z,2019-01-21T00:00:57.8670000Z,2019-01-21T23:42:56.4820000Z,24.08,24.35,23.87,24.17,2454.62361314,448
2019-01-22T00:00:00.0000000Z,2019-01-23T00:00:00.0000000Z,2019-01-22T00:02:59.3080000Z,2019-01-22T23:56:54.5640000Z,24.13,24.72,22.93,24.41,4481.4796002,641
2019-01-23T00:00:00.0000000Z,2019-01-24T00:00:00.0000000Z,2019-01-23T00:24:26.4240000Z,2019-01-23T23:50:05.6090000Z,24.39,24.79,24.16,24.33,2732.21485114,685
2019-01-24T00:00:00.0000000Z,2019-01-25T00:00:00.0000000Z,2019-01-24T00:11:11.2080000Z,2019-01-24T23:58:50.1610000Z,24.39,25.45,23.82,24.95,2299.3455185,506
2019-01-25T00:00:00.0000000Z,2019-01-26T00:00:00.0000000Z,2019-01-25T00:05:35.3140000Z,2019-01-25T23:59:58.5530000Z,25.0,25.25,24.3,24.94,3496.42152923,639
2019-01-26T00:00:00.0000000Z,2019-01-27T00:00:00.0000000Z,2019-01-26T00:00:23.4460000Z,2019-01-26T23:54:32.6820000Z,24.93,25.75,24.77,25.25,3129.44348365,767
2019-01-27T00:00:00.0000000Z,2019-01-28T00:00:00.0000000Z,2019-01-27T00:12:50.7070000Z,2019-01-27T23:49:51.9530000Z,25.12,25.39,23.93,24.69,5318.46704428,802
2019-01-28T00:00:00.0000000Z,2019-01-29T00:00:00.0000000Z,2019-01-28T00:00:29.1790000Z,2019-01-28T23:56:14.5000000Z,24.6,24.83,22.86,23.64,6762.78278878,915
2019-01-29T00:00:00.0000000Z,2019-01-30T00:00:00.0000000Z,2019-01-29T00:01:01.9820000Z,2019-01-29T23:57:33.8500000Z,23.65,23.82,22.92,23.64,2957.06191629,617
2019-01-30T00:00:00.0000000Z,2019-01-31T00:00:00.0000000Z,2019-01-30T00:00:21.3110000Z,2019-01-30T23:59:53.9250000Z,23.64,24.45,23.42,24.09,3041.90138633,661
2019-01-31T00:00:00.0000000Z,2019-02-01T00:00:00.0000000Z,2019-01-31T00:00:09.2760000Z,2019-01-31T23:56:14.6510000Z,24.18,24.59,23.61,23.89,4874.61990403,762
2019-02-01T00:00:00.0000000Z,2019-02-02T00:00:00.0000000Z,2019-02-01T00:00:58.7160000Z,2019-02-01T23:58:12.5680000Z,23.85,25.48,23.41,25.06,6067.67432574,839
2019-02-02T00:00:00.0000000Z,2019-02-03T00:00:00.0000000Z,2019-02-02T00:00:49.5720000Z,2019-02-02T23:56:55.9680000Z,25.02,26.89,24.73,26.37,4163.72277986,754
2019-02-03T00:00:00.0000000Z,2019-02-04T00:00:00.0000000Z,2019-02-03T00:02:12.9330000Z,2019-02-03T23:47:13.7340000Z,26.45,26.45,25.04,25.49,4005.87686837,664
2019-02-04T00:00:00.0000000Z,2019-02-05T00:00:00.0000000Z,2019-02-04T00:10:00.3290000Z,2019-02-04T23:55:39.4040000Z,25.3,26.22,25.3,25.91,3995.55261028,868
2019-02-05T00:00:00.0000000Z,2019-02-06T00:00:00.0000000Z,2019-02-05T00:02:46.6900000Z,2019-02-05T23:58:46.4630000Z,25.88,26.33,25.69,26.29,6835.03982766,1105
